 t(yr) LimitsTHETA(1) THETA(2) THETA(3) SALT(1)  SALT(2)  SALT(3)  DIC(1)   DIC(2)   DIC(3)   ALK(1)   ALK(2)   ALK(3)   PO4(1)   PO4(2)   PO4(3)   NO3(1)   NO3(2)   NO3(3)   FeT(1)   FeT(2)   FeT(3)   LT(1)    LT(2)    LT(3)    Exp(1)   Exp(2)   EXP(3)   P*  OCPCO2(1) OCPCO2(2)  OCPCO2(3) ATPCO2
   79600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   79900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   80900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   81900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   82900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83100 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83200 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83300 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83400 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83500 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83600 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83700 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83800 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   83900 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
   84000 213    2.00000   20.00000    4.00000   34.00000   35.50000   34.75000 2262.36573 2103.01403 2363.97991 2395.63558 2387.42536 2399.11408    1.82962    0.25073    2.49856   25.31309    0.05089   36.01617    0.00273    0.32988    0.57430    1.70537    1.62990    1.62589    0.51203    1.45488   -1.96691    0.26773  279.24328  270.30881  700.34072  280.00000
